Ciudad,Fecha,Temperatura
Medellín,08/07/2021,22.4
Medellín,09/07/2021,25.3
Medellín,10/07/2021,22.5
Medellín,11/07/2021,25.1
Medellín,12/07/2021,22.8
Medellín,13/07/2021,25.0
Medellín,14/07/2021,26.5
Medellín,15/07/2021,21.5
Medellín,16/07/2021,23.0
Medellín,17/07/2021,22.8
Medellín,18/07/2021,22.1
Medellín,19/07/2021,23.0
Medellín,20/07/2021,25.4
Medellín,21/07/2021,26.3
Medellín,22/07/2021,24.5
Medellín,23/07/2021,22.4
Medellín,24/07/2021,25.8
Medellín,25/07/2021,24.6
Medellín,26/07/2021,23.4
Medellín,27/07/2021,25.6
Medellín,28/07/2021,24.4
Medellín,29/07/2021,26.6
Medellín,30/07/2021,25.0
Medellín,31/07/2021,22.6
Medellín,01/08/2021,23.1
Medellín,02/08/2021,22.1
Medellín,03/08/2021,24.3
Medellín,04/08/2021,24.5
Medellín,05/08/2021,23.7
Medellín,06/08/2021,22.7
Medellín,07/08/2021,24.2
Medellín,08/08/2021,24.4
Medellín,09/08/2021,21.3
Medellín,10/08/2021,26.9
Medellín,11/08/2021,21.0
Medellín,12/08/2021,23.5
Medellín,13/08/2021,25.3
Medellín,14/08/2021,23.3
Medellín,15/08/2021,21.2
Medellín,16/08/2021,21.3
Medellín,17/08/2021,23.8
Medellín,18/08/2021,26.8
Medellín,19/08/2021,23.6
Medellín,20/08/2021,26.7
Medellín,21/08/2021,23.6
Medellín,22/08/2021,21.2
Medellín,23/08/2021,23.1
Medellín,24/08/2021,21.1
Medellín,25/08/2021,23.2
Medellín,26/08/2021,21.2
Medellín,27/08/2021,22.2
Medellín,28/08/2021,23.5
Medellín,29/08/2021,22.5
Medellín,30/08/2021,22.5
Medellín,31/08/2021,26.3
Medellín,01/09/2021,25.8
Medellín,02/09/2021,23.9
Medellín,03/09/2021,22.6
Medellín,04/09/2021,24.0
Medellín,05/09/2021,23.2
Medellín,06/09/2021,27.0
Medellín,07/09/2021,25.9
Medellín,08/09/2021,23.1
Medellín,09/09/2021,21.5
Medellín,10/09/2021,22.8
Medellín,11/09/2021,21.3
Medellín,12/09/2021,21.3
Medellín,13/09/2021,25.1
Medellín,14/09/2021,26.8
Medellín,15/09/2021,21.8
Medellín,16/09/2021,24.7
Medellín,17/09/2021,27.0
Medellín,18/09/2021,24.1
Medellín,19/09/2021,23.4
Medellín,20/09/2021,21.4
Medellín,21/09/2021,22.5
Medellín,22/09/2021,25.9
Medellín,23/09/2021,26.7
Medellín,24/09/2021,24.7
Medellín,25/09/2021,23.7
Medellín,26/09/2021,26.4
Medellín,27/09/2021,24.7
Medellín,28/09/2021,25.3
Medellín,29/09/2021,26.5
Medellín,30/09/2021,23.1
Medellín,01/10/2021,25.3
Medellín,02/10/2021,25.4
Medellín,03/10/2021,25.2
Medellín,04/10/2021,22.8
Medellín,05/10/2021,22.9
Medellín,06/10/2021,25.4
Medellín,07/10/2021,25.9
Medellín,08/10/2021,22.3
Medellín,09/10/2021,23.1
Medellín,10/10/2021,25.4
Medellín,11/10/2021,24.3
Medellín,12/10/2021,24.4
Medellín,13/10/2021,21.2
Medellín,14/10/2021,26.2
Medellín,15/10/2021,22.7
Medellín,16/10/2021,25.7
Medellín,17/10/2021,26.3
Medellín,18/10/2021,24.6
Medellín,19/10/2021,24.8
Medellín,20/10/2021,23.2
Medellín,21/10/2021,22.1
Medellín,22/10/2021,24.5
Medellín,23/10/2021,25.0
Medellín,24/10/2021,26.2
Medellín,25/10/2021,21.9
Medellín,26/10/2021,21.2
Medellín,27/10/2021,21.4
Medellín,28/10/2021,22.5
Medellín,29/10/2021,22.6
Medellín,30/10/2021,25.7
Medellín,31/10/2021,23.1
Medellín,01/11/2021,24.3
Medellín,02/11/2021,22.3
Medellín,03/11/2021,24.1
Medellín,04/11/2021,26.3
Medellín,05/11/2021,22.6
Medellín,06/11/2021,24.0
Medellín,07/11/2021,23.3
Medellín,08/11/2021,24.9
Medellín,09/11/2021,25.6
Medellín,10/11/2021,21.1
Medellín,11/11/2021,21.7
Medellín,12/11/2021,23.7
Medellín,13/11/2021,21.2
Medellín,14/11/2021,24.6
Medellín,15/11/2021,26.1
Medellín,16/11/2021,26.0
Medellín,17/11/2021,26.7
Medellín,18/11/2021,25.9
Medellín,19/11/2021,25.9
Medellín,20/11/2021,25.0
Medellín,21/11/2021,26.1
Medellín,22/11/2021,26.0
Medellín,23/11/2021,21.7
Medellín,24/11/2021,23.2
Medellín,25/11/2021,21.7
Medellín,26/11/2021,22.7
Medellín,27/11/2021,24.8
Medellín,28/11/2021,24.3
Medellín,29/11/2021,22.2
Medellín,30/11/2021,24.4
Medellín,01/12/2021,21.7
Medellín,02/12/2021,21.3
Medellín,03/12/2021,26.8
Medellín,04/12/2021,24.5
Medellín,05/12/2021,24.3
Medellín,06/12/2021,26.4
Medellín,07/12/2021,23.4
Medellín,08/12/2021,23.5
Medellín,09/12/2021,23.4
Medellín,10/12/2021,23.2
Medellín,11/12/2021,26.3
Medellín,12/12/2021,22.5
Medellín,13/12/2021,22.1
Medellín,14/12/2021,21.3
Medellín,15/12/2021,21.8
Medellín,16/12/2021,26.3
Medellín,17/12/2021,22.3
Medellín,18/12/2021,23.7
Medellín,19/12/2021,24.4
Medellín,20/12/2021,26.1
Medellín,21/12/2021,21.8
Medellín,22/12/2021,26.3
Medellín,23/12/2021,21.1
Medellín,24/12/2021,21.6
Medellín,25/12/2021,26.6
Medellín,26/12/2021,23.9
Medellín,27/12/2021,25.2
Medellín,28/12/2021,21.5
Medellín,29/12/2021,24.0
Medellín,30/12/2021,22.8
Medellín,31/12/2021,22.4
Medellín,01/01/2022,24.4
Medellín,02/01/2022,25.2
Medellín,03/01/2022,24.3
Medellín,04/01/2022,23.2
Medellín,05/01/2022,22.2
Medellín,06/01/2022,22.4
Medellín,07/01/2022,24.4
Medellín,08/01/2022,24.1
Medellín,09/01/2022,23.2
Medellín,10/01/2022,22.4
Medellín,11/01/2022,24.3
Medellín,12/01/2022,26.0
Medellín,13/01/2022,23.6
Medellín,14/01/2022,21.2
Medellín,15/01/2022,26.3
Medellín,16/01/2022,24.9
Medellín,17/01/2022,21.8
Medellín,18/01/2022,23.7
Medellín,19/01/2022,21.5
Medellín,20/01/2022,22.8
Medellín,21/01/2022,25.0
Medellín,22/01/2022,25.4
Medellín,23/01/2022,25.7
Medellín,24/01/2022,26.0
Medellín,25/01/2022,22.0
Medellín,26/01/2022,21.5
Medellín,27/01/2022,21.4
Medellín,28/01/2022,24.7
Medellín,29/01/2022,24.8
Medellín,30/01/2022,26.3
Medellín,31/01/2022,24.1
Medellín,01/02/2022,22.8
Medellín,02/02/2022,24.6
Medellín,03/02/2022,25.6
Medellín,04/02/2022,21.3
Medellín,05/02/2022,21.4
Medellín,06/02/2022,21.2
Medellín,07/02/2022,23.2
Medellín,08/02/2022,22.7
Medellín,09/02/2022,26.2
Medellín,10/02/2022,26.9
Medellín,11/02/2022,21.7
Medellín,12/02/2022,21.4
Medellín,13/02/2022,21.3
Medellín,14/02/2022,21.1
Medellín,15/02/2022,22.5
Medellín,16/02/2022,25.2
Medellín,17/02/2022,21.6
Medellín,18/02/2022,23.3
Medellín,19/02/2022,23.1
Medellín,20/02/2022,24.5
Medellín,21/02/2022,21.3
Medellín,22/02/2022,24.8
Medellín,23/02/2022,25.2
Medellín,24/02/2022,24.2
Medellín,25/02/2022,22.4
Medellín,26/02/2022,23.5
Medellín,27/02/2022,23.5
Medellín,28/02/2022,21.0
Medellín,01/03/2022,22.5
Medellín,02/03/2022,23.0
Medellín,03/03/2022,25.9
Medellín,04/03/2022,25.1
Medellín,05/03/2022,25.6
Medellín,06/03/2022,21.9
Medellín,07/03/2022,26.0
Medellín,08/03/2022,23.8
Medellín,09/03/2022,24.1
Medellín,10/03/2022,22.7
Medellín,11/03/2022,22.1
Medellín,12/03/2022,22.2
Medellín,13/03/2022,24.5
Medellín,14/03/2022,25.6
Medellín,15/03/2022,25.9
Medellín,16/03/2022,26.1
Medellín,17/03/2022,26.0
Medellín,18/03/2022,24.3
Medellín,19/03/2022,21.2
Medellín,20/03/2022,22.3
Medellín,21/03/2022,22.9
Medellín,22/03/2022,22.1
Medellín,23/03/2022,23.9
Medellín,24/03/2022,24.3
Medellín,25/03/2022,24.6
Medellín,26/03/2022,26.1
Medellín,27/03/2022,26.5
Medellín,28/03/2022,23.7
Medellín,29/03/2022,26.2
Medellín,30/03/2022,22.2
Medellín,31/03/2022,26.7
Medellín,01/04/2022,26.0
Medellín,02/04/2022,26.9
Medellín,03/04/2022,23.6
Medellín,04/04/2022,25.6
Medellín,05/04/2022,24.3
Medellín,06/04/2022,24.4
Medellín,07/04/2022,24.8
Medellín,08/04/2022,26.7
Medellín,09/04/2022,25.5
Medellín,10/04/2022,25.2
Medellín,11/04/2022,23.6
Medellín,12/04/2022,23.4
Medellín,13/04/2022,25.7
Medellín,14/04/2022,22.7
Medellín,15/04/2022,23.4
Medellín,16/04/2022,21.9
Medellín,17/04/2022,24.4
Medellín,18/04/2022,21.5
Medellín,19/04/2022,21.7
Medellín,20/04/2022,26.4
Medellín,21/04/2022,21.3
Medellín,22/04/2022,26.8
Medellín,23/04/2022,26.4
Medellín,24/04/2022,25.1
Medellín,25/04/2022,26.7
Medellín,26/04/2022,23.2
Medellín,27/04/2022,21.7
Medellín,28/04/2022,24.1
Medellín,29/04/2022,22.1
Medellín,30/04/2022,26.8
Medellín,01/05/2022,21.8
Medellín,02/05/2022,21.0
Medellín,03/05/2022,26.9
Medellín,04/05/2022,24.6
Medellín,05/05/2022,24.4
Medellín,06/05/2022,24.0
Medellín,07/05/2022,25.8
Medellín,08/05/2022,26.6
Medellín,09/05/2022,27.0
Medellín,10/05/2022,22.3
Medellín,11/05/2022,24.9
Medellín,12/05/2022,24.1
Medellín,13/05/2022,23.6
Medellín,14/05/2022,23.2
Medellín,15/05/2022,22.3
Medellín,16/05/2022,22.7
Medellín,17/05/2022,24.7
Medellín,18/05/2022,26.8
Medellín,19/05/2022,24.0
Medellín,20/05/2022,25.9
Medellín,21/05/2022,24.6
Medellín,22/05/2022,26.3
Medellín,23/05/2022,21.8
Medellín,24/05/2022,24.3
Medellín,25/05/2022,26.2
Medellín,26/05/2022,26.4
Medellín,27/05/2022,21.3
Medellín,28/05/2022,26.8
Medellín,29/05/2022,22.5
Medellín,30/05/2022,23.1
Medellín,31/05/2022,25.1
Medellín,01/06/2022,24.3
Medellín,02/06/2022,26.9
Medellín,03/06/2022,22.5
Medellín,04/06/2022,25.0
Medellín,05/06/2022,23.4
Medellín,06/06/2022,26.5
Medellín,07/06/2022,26.5
Medellín,08/06/2022,24.5
Medellín,09/06/2022,25.2
Medellín,10/06/2022,26.0
Medellín,11/06/2022,21.9
Medellín,12/06/2022,25.5
Medellín,13/06/2022,24.1
Medellín,14/06/2022,25.8
Medellín,15/06/2022,21.3
Medellín,16/06/2022,24.4
Medellín,17/06/2022,25.4
Medellín,18/06/2022,24.9
Medellín,19/06/2022,24.8
Medellín,20/06/2022,25.4
Medellín,21/06/2022,23.1
Medellín,22/06/2022,22.1
Medellín,23/06/2022,21.8
Medellín,24/06/2022,24.1
Medellín,25/06/2022,25.6
Medellín,26/06/2022,25.4
Medellín,27/06/2022,21.7
Medellín,28/06/2022,26.8
Medellín,29/06/2022,24.3
Medellín,30/06/2022,22.5
Medellín,01/07/2022,21.2
Medellín,02/07/2022,24.8
Medellín,03/07/2022,23.7
Medellín,04/07/2022,21.3
Medellín,05/07/2022,25.4
Medellín,06/07/2022,26.4
Medellín,07/07/2022,25.2
Medellín,08/07/2022,25.7
Medellín,09/07/2022,24.0
Medellín,10/07/2022,24.5
Medellín,11/07/2022,22.7
Medellín,12/07/2022,26.7
Medellín,13/07/2022,25.5
Medellín,14/07/2022,25.2
Medellín,15/07/2022,26.5
Medellín,16/07/2022,22.3
Medellín,17/07/2022,23.4
Medellín,18/07/2022,24.5
Medellín,19/07/2022,24.2
Medellín,20/07/2022,23.4
Medellín,21/07/2022,22.6
Medellín,22/07/2022,25.6
Medellín,23/07/2022,24.9
Medellín,24/07/2022,25.7
Medellín,25/07/2022,26.5
Medellín,26/07/2022,22.0
Medellín,27/07/2022,23.7
Medellín,28/07/2022,21.9
Medellín,29/07/2022,23.5
Medellín,30/07/2022,24.9
Medellín,31/07/2022,24.1
Medellín,01/08/2022,25.3
Medellín,02/08/2022,22.0
Medellín,03/08/2022,26.6
Medellín,04/08/2022,24.5
Medellín,05/08/2022,26.9
Medellín,06/08/2022,25.6
Medellín,07/08/2022,26.3
Medellín,08/08/2022,24.6
Medellín,09/08/2022,24.6
Medellín,10/08/2022,23.4
Medellín,11/08/2022,25.1
Medellín,12/08/2022,22.1
Medellín,13/08/2022,22.8
Medellín,14/08/2022,22.8
Medellín,15/08/2022,24.7
Medellín,16/08/2022,25.5
Medellín,17/08/2022,24.1
Medellín,18/08/2022,21.0
Medellín,19/08/2022,25.5
Medellín,20/08/2022,23.4
Medellín,21/08/2022,25.7
Medellín,22/08/2022,26.6
Medellín,23/08/2022,25.1
Medellín,24/08/2022,26.0
Medellín,25/08/2022,23.3
Medellín,26/08/2022,26.9
Medellín,27/08/2022,25.0
Medellín,28/08/2022,21.7
Medellín,29/08/2022,25.9
Medellín,30/08/2022,22.3
Medellín,31/08/2022,25.8
Medellín,01/09/2022,24.1
Medellín,02/09/2022,21.1
Medellín,03/09/2022,24.9
Medellín,04/09/2022,26.6
Medellín,05/09/2022,24.1
Medellín,06/09/2022,24.3
Medellín,07/09/2022,26.5
Medellín,08/09/2022,22.3
Medellín,09/09/2022,21.4
Medellín,10/09/2022,21.7
Medellín,11/09/2022,23.6
Medellín,12/09/2022,26.7
Medellín,13/09/2022,26.9
Medellín,14/09/2022,24.3
Medellín,15/09/2022,24.7
Medellín,16/09/2022,22.4
Medellín,17/09/2022,24.3
Medellín,18/09/2022,21.4
Medellín,19/09/2022,24.8
Medellín,20/09/2022,22.1
Medellín,21/09/2022,26.6
Medellín,22/09/2022,25.7
Medellín,23/09/2022,22.9
Medellín,24/09/2022,21.0
Medellín,25/09/2022,21.3
Medellín,26/09/2022,21.1
Medellín,27/09/2022,24.4
Medellín,28/09/2022,26.5
Medellín,29/09/2022,25.6
Medellín,30/09/2022,21.0
Medellín,01/10/2022,21.8
Medellín,02/10/2022,22.8
Medellín,03/10/2022,22.3
Medellín,04/10/2022,27.0
Medellín,05/10/2022,26.5
Medellín,06/10/2022,25.6
Medellín,07/10/2022,23.9
Medellín,08/10/2022,26.7
Medellín,09/10/2022,24.6
Medellín,10/10/2022,26.5
Medellín,11/10/2022,23.2
Medellín,12/10/2022,21.1
Medellín,13/10/2022,24.9
Medellín,14/10/2022,21.6
Medellín,15/10/2022,23.7
Medellín,16/10/2022,26.6
Medellín,17/10/2022,26.9
Medellín,18/10/2022,22.4
Medellín,19/10/2022,25.5
Medellín,20/10/2022,25.1
Medellín,21/10/2022,23.1
Medellín,22/10/2022,26.6
Medellín,23/10/2022,23.4
Medellín,24/10/2022,22.7
Medellín,25/10/2022,23.0
Medellín,26/10/2022,21.7
Medellín,27/10/2022,23.9
Medellín,28/10/2022,23.4
Medellín,29/10/2022,21.0
Medellín,30/10/2022,22.9
Medellín,31/10/2022,22.9
Medellín,01/11/2022,24.3
Medellín,02/11/2022,21.3
Medellín,03/11/2022,24.5
Medellín,04/11/2022,23.5
Medellín,05/11/2022,25.2
Medellín,06/11/2022,23.1
Medellín,07/11/2022,26.4
Medellín,08/11/2022,21.8
Medellín,09/11/2022,26.8
Medellín,10/11/2022,25.5
Medellín,11/11/2022,21.8
Medellín,12/11/2022,24.7
Medellín,13/11/2022,23.3
Medellín,14/11/2022,26.1
Medellín,15/11/2022,25.2
Medellín,16/11/2022,23.8
Medellín,17/11/2022,25.6
Medellín,18/11/2022,26.9
Medellín,19/11/2022,23.4
Medellín,20/11/2022,25.8
Medellín,21/11/2022,22.8
Medellín,22/11/2022,26.6
Medellín,23/11/2022,23.4
Medellín,24/11/2022,25.7
Medellín,25/11/2022,22.8
Medellín,26/11/2022,22.9
Medellín,27/11/2022,24.7
Medellín,28/11/2022,23.3
Medellín,29/11/2022,23.3
Medellín,30/11/2022,22.0
Medellín,01/12/2022,22.2
Medellín,02/12/2022,25.1
Medellín,03/12/2022,23.2
Medellín,04/12/2022,21.7
Medellín,05/12/2022,23.8
Medellín,06/12/2022,22.0
Medellín,07/12/2022,26.0
Medellín,08/12/2022,25.3
Medellín,09/12/2022,24.2
Medellín,10/12/2022,24.8
Medellín,11/12/2022,25.2
Medellín,12/12/2022,25.5
Medellín,13/12/2022,26.9
Medellín,14/12/2022,24.6
Medellín,15/12/2022,23.5
Medellín,16/12/2022,25.4
Medellín,17/12/2022,24.6
Medellín,18/12/2022,26.0
Medellín,19/12/2022,22.7
Medellín,20/12/2022,24.8
Medellín,21/12/2022,22.3
Medellín,22/12/2022,23.2
Medellín,23/12/2022,24.0
Medellín,24/12/2022,23.7
Medellín,25/12/2022,23.4
Medellín,26/12/2022,24.2
Medellín,27/12/2022,24.9
Medellín,28/12/2022,26.2
Medellín,29/12/2022,26.4
Medellín,30/12/2022,21.7
Medellín,31/12/2022,25.1
Medellín,01/01/2023,21.1
Medellín,02/01/2023,26.1
Medellín,03/01/2023,25.5
Medellín,04/01/2023,21.4
Medellín,05/01/2023,22.7
Medellín,06/01/2023,22.2
Medellín,07/01/2023,22.0
Medellín,08/01/2023,22.3
Medellín,09/01/2023,23.6
Medellín,10/01/2023,24.6
Medellín,11/01/2023,24.4
Medellín,12/01/2023,26.0
Medellín,13/01/2023,22.7
Medellín,14/01/2023,23.9
Medellín,15/01/2023,25.0
Medellín,16/01/2023,25.4
Medellín,17/01/2023,25.5
Medellín,18/01/2023,23.4
Medellín,19/01/2023,21.4
Medellín,20/01/2023,23.1
Medellín,21/01/2023,24.9
Medellín,22/01/2023,23.3
Medellín,23/01/2023,22.5
Medellín,24/01/2023,23.7
Medellín,25/01/2023,24.4
Medellín,26/01/2023,21.6
Medellín,27/01/2023,23.9
Medellín,28/01/2023,21.3
Medellín,29/01/2023,22.8
Medellín,30/01/2023,26.7
Medellín,31/01/2023,24.1
Medellín,01/02/2023,22.1
Medellín,02/02/2023,26.7
Medellín,03/02/2023,24.6
Medellín,04/02/2023,24.3
Medellín,05/02/2023,25.4
Medellín,06/02/2023,25.4
Medellín,07/02/2023,22.8
Medellín,08/02/2023,25.6
Medellín,09/02/2023,22.0
Medellín,10/02/2023,24.0
Medellín,11/02/2023,26.8
Medellín,12/02/2023,21.2
Medellín,13/02/2023,24.6
Medellín,14/02/2023,22.0
Medellín,15/02/2023,24.9
Medellín,16/02/2023,23.1
Medellín,17/02/2023,24.2
Medellín,18/02/2023,21.1
Medellín,19/02/2023,26.1
Medellín,20/02/2023,24.1
Medellín,21/02/2023,26.8
Medellín,22/02/2023,26.1
Medellín,23/02/2023,23.0
Medellín,24/02/2023,23.1
Medellín,25/02/2023,24.2
Medellín,26/02/2023,26.6
Medellín,27/02/2023,26.6
Medellín,28/02/2023,23.3
Medellín,01/03/2023,25.0
Medellín,02/03/2023,26.1
Medellín,03/03/2023,26.2
Medellín,04/03/2023,22.5
Medellín,05/03/2023,23.5
Medellín,06/03/2023,22.5
Medellín,07/03/2023,26.7
Medellín,08/03/2023,23.1
Medellín,09/03/2023,25.9
Medellín,10/03/2023,25.2
Medellín,11/03/2023,27.0
Medellín,12/03/2023,23.8
Medellín,13/03/2023,24.8
Medellín,14/03/2023,24.3
Medellín,15/03/2023,26.9
Medellín,16/03/2023,23.7
Medellín,17/03/2023,26.1
Medellín,18/03/2023,24.6
Medellín,19/03/2023,21.5
Medellín,20/03/2023,25.8
Medellín,21/03/2023,25.0
Medellín,22/03/2023,24.7
Medellín,23/03/2023,27.0
Medellín,24/03/2023,23.2
Medellín,25/03/2023,24.4
Medellín,26/03/2023,21.5
Medellín,27/03/2023,24.0
Medellín,28/03/2023,21.6
Medellín,29/03/2023,25.5
Medellín,30/03/2023,25.4
Medellín,31/03/2023,26.4
Medellín,01/04/2023,25.7
Medellín,02/04/2023,25.0
Medellín,03/04/2023,24.2
Medellín,04/04/2023,25.5
Medellín,05/04/2023,25.4
Medellín,06/04/2023,23.7
Medellín,07/04/2023,22.4
Medellín,08/04/2023,22.6
Medellín,09/04/2023,21.3
Medellín,10/04/2023,23.7
Medellín,11/04/2023,22.8
Medellín,12/04/2023,23.5
Medellín,13/04/2023,26.9
Medellín,14/04/2023,21.6
Medellín,15/04/2023,24.1
Medellín,16/04/2023,21.7
Medellín,17/04/2023,23.9
Medellín,18/04/2023,22.0
Medellín,19/04/2023,23.1
Medellín,20/04/2023,21.5
Medellín,21/04/2023,23.3
Medellín,22/04/2023,26.2
Medellín,23/04/2023,27.0
Medellín,24/04/2023,26.0
Medellín,25/04/2023,25.8
Medellín,26/04/2023,25.9
Medellín,27/04/2023,21.1
Medellín,28/04/2023,25.1
Medellín,29/04/2023,25.2
Medellín,30/04/2023,22.3
Medellín,01/05/2023,22.2
Medellín,02/05/2023,22.0
Medellín,03/05/2023,26.8
Medellín,04/05/2023,26.9
Medellín,05/05/2023,23.7
Medellín,06/05/2023,25.7
Medellín,07/05/2023,22.2
Medellín,08/05/2023,24.0
Medellín,09/05/2023,23.0
Medellín,10/05/2023,26.2
Medellín,11/05/2023,26.8
Medellín,12/05/2023,23.1
Medellín,13/05/2023,26.4
Medellín,14/05/2023,26.1
Medellín,15/05/2023,25.4
Medellín,16/05/2023,25.0
Medellín,17/05/2023,26.5
Medellín,18/05/2023,23.4
Medellín,19/05/2023,22.4
Medellín,20/05/2023,22.9
Medellín,21/05/2023,24.2
Medellín,22/05/2023,24.6
Medellín,23/05/2023,25.5
Medellín,24/05/2023,23.3
Medellín,25/05/2023,25.5
Medellín,26/05/2023,22.2
Medellín,27/05/2023,24.2
Medellín,28/05/2023,24.6
Medellín,29/05/2023,21.4
Medellín,30/05/2023,25.6
Medellín,31/05/2023,25.3
Medellín,01/06/2023,21.6
Medellín,02/06/2023,23.9
Medellín,03/06/2023,22.9
Medellín,04/06/2023,25.5
Medellín,05/06/2023,23.0
Medellín,06/06/2023,21.6
Medellín,07/06/2023,22.2
Medellín,08/06/2023,26.0
Medellín,09/06/2023,21.3
Medellín,10/06/2023,25.0
Medellín,11/06/2023,23.2
Medellín,12/06/2023,21.6
Medellín,13/06/2023,22.1
Medellín,14/06/2023,24.3
Medellín,15/06/2023,26.8
Medellín,16/06/2023,22.1
Medellín,17/06/2023,26.9
Medellín,18/06/2023,24.2
Medellín,19/06/2023,26.9
Medellín,20/06/2023,23.9
Medellín,21/06/2023,24.1
Medellín,22/06/2023,24.0
Medellín,23/06/2023,25.7
Medellín,24/06/2023,26.4
Medellín,25/06/2023,26.0
Medellín,26/06/2023,23.2
Medellín,27/06/2023,24.0
Medellín,28/06/2023,21.8
Medellín,29/06/2023,21.2
Medellín,30/06/2023,25.9
Medellín,01/07/2023,23.4
Medellín,02/07/2023,23.0
Medellín,03/07/2023,26.7
Medellín,04/07/2023,21.0
Medellín,05/07/2023,26.5
Medellín,06/07/2023,21.4
Medellín,07/07/2023,25.9
Medellín,08/07/2023,25.2
Medellín,09/07/2023,22.0
Medellín,10/07/2023,23.7
Medellín,11/07/2023,24.3
Medellín,12/07/2023,23.3
Medellín,13/07/2023,21.2
Medellín,14/07/2023,25.2
Medellín,15/07/2023,22.6
Medellín,16/07/2023,24.0
Medellín,17/07/2023,23.9
Medellín,18/07/2023,24.2
Medellín,19/07/2023,21.4
Medellín,20/07/2023,24.8
Medellín,21/07/2023,26.0
Medellín,22/07/2023,22.5
Medellín,23/07/2023,24.6
Medellín,24/07/2023,24.2
Medellín,25/07/2023,22.0
Medellín,26/07/2023,23.1
Medellín,27/07/2023,21.1
Medellín,28/07/2023,22.3
Medellín,29/07/2023,24.1
Medellín,30/07/2023,23.8
Medellín,31/07/2023,25.9
Medellín,01/08/2023,26.2
Medellín,02/08/2023,25.4
Medellín,03/08/2023,26.0
Medellín,04/08/2023,21.5
Medellín,05/08/2023,22.1
Medellín,06/08/2023,21.7
Medellín,07/08/2023,22.3
Medellín,08/08/2023,26.1
Medellín,09/08/2023,23.0
Medellín,10/08/2023,21.3
Medellín,11/08/2023,22.7
Medellín,12/08/2023,26.5
Medellín,13/08/2023,22.7
Medellín,14/08/2023,23.5
Medellín,15/08/2023,23.1
Medellín,16/08/2023,25.2
Medellín,17/08/2023,24.4
Medellín,18/08/2023,24.4
Medellín,19/08/2023,26.8
Medellín,20/08/2023,24.6
Medellín,21/08/2023,25.9
Medellín,22/08/2023,22.7
Medellín,23/08/2023,22.4
Medellín,24/08/2023,22.8
Medellín,25/08/2023,25.4
Medellín,26/08/2023,26.5
Medellín,27/08/2023,23.3
Medellín,28/08/2023,22.8
Medellín,29/08/2023,22.2
Medellín,30/08/2023,26.1
Medellín,31/08/2023,22.8
Medellín,01/09/2023,24.7
Medellín,02/09/2023,22.1
Medellín,03/09/2023,25.1
Medellín,04/09/2023,26.0
Medellín,05/09/2023,22.6
Medellín,06/09/2023,26.1
Medellín,07/09/2023,26.3
Medellín,08/09/2023,23.9
Medellín,09/09/2023,25.3
Medellín,10/09/2023,24.3
Medellín,11/09/2023,25.4
Medellín,12/09/2023,23.2
Medellín,13/09/2023,25.3
Medellín,14/09/2023,24.3
Medellín,15/09/2023,23.5
Medellín,16/09/2023,22.4
Medellín,17/09/2023,26.6
Medellín,18/09/2023,21.7
Medellín,19/09/2023,21.4
Medellín,20/09/2023,24.4
Medellín,21/09/2023,22.8
Medellín,22/09/2023,24.8
Medellín,23/09/2023,26.5
Medellín,24/09/2023,23.9
Medellín,25/09/2023,23.4
Medellín,26/09/2023,23.6
Medellín,27/09/2023,21.1
Medellín,28/09/2023,26.4
Medellín,29/09/2023,22.9
Medellín,30/09/2023,25.9
Medellín,01/10/2023,25.2
Medellín,02/10/2023,22.8
Medellín,03/10/2023,24.3
Medellín,04/10/2023,25.9
Medellín,05/10/2023,25.5
Medellín,06/10/2023,24.5
Medellín,07/10/2023,25.2
Medellín,08/10/2023,26.7
Medellín,09/10/2023,22.1
Medellín,10/10/2023,21.2
Medellín,11/10/2023,23.3
Medellín,12/10/2023,26.1
Medellín,13/10/2023,24.9
Medellín,14/10/2023,24.2
Medellín,15/10/2023,25.7
Medellín,16/10/2023,24.1
Medellín,17/10/2023,24.7
Medellín,18/10/2023,24.9
Medellín,19/10/2023,22.1
Medellín,20/10/2023,24.7
Medellín,21/10/2023,22.1
Medellín,22/10/2023,22.8
Medellín,23/10/2023,24.7
Medellín,24/10/2023,22.0
Medellín,25/10/2023,21.6
Medellín,26/10/2023,21.5
Medellín,27/10/2023,23.9
Medellín,28/10/2023,24.9
Medellín,29/10/2023,22.2
Medellín,30/10/2023,21.6
Medellín,31/10/2023,27.0
Medellín,01/11/2023,23.2
Medellín,02/11/2023,23.9
Medellín,03/11/2023,24.0
Medellín,04/11/2023,22.5
Medellín,05/11/2023,24.9
Medellín,06/11/2023,22.5
Medellín,07/11/2023,23.7
Medellín,08/11/2023,23.0
Medellín,09/11/2023,23.5
Medellín,10/11/2023,24.1
Medellín,11/11/2023,26.3
Medellín,12/11/2023,23.9
Medellín,13/11/2023,24.5
Medellín,14/11/2023,25.7
Medellín,15/11/2023,23.1
Medellín,16/11/2023,24.7
Medellín,17/11/2023,24.3
Medellín,18/11/2023,26.8
Medellín,19/11/2023,23.4
Medellín,20/11/2023,25.6
Medellín,21/11/2023,26.1
Medellín,22/11/2023,22.9
Medellín,23/11/2023,23.3
Medellín,24/11/2023,23.9
Medellín,25/11/2023,25.1
Medellín,26/11/2023,21.0
Medellín,27/11/2023,22.6
